"index";"id";"anonymous";"graduatingYear";"overallScore";"overall";"curriculum";"jobSupport";"school_id";"course_id";"program_time_id";"program_presence_id"
862;243017;0;2017.0;4.0;4.0;4.0;4.0;1;1;2;1
863;243016;0;2017.0;5.0;5.0;5.0;5.0;1;1;2;1
864;243009;0;2018.0;5.0;5.0;5.0;5.0;1;4;1;1
865;245692;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
867;242351;0;2017.0;4.7;5.0;5.0;4.0;1;4;1;1
868;242277;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
869;242303;0;2017.0;4.7;5.0;4.0;5.0;1;4;2;1
871;242239;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
872;242184;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
873;242141;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
874;242140;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
875;245052;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
876;241734;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
877;241592;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
880;241621;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
882;241598;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
883;241586;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
884;240856;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
885;243629;0;2017.0;4.7;5.0;4.0;5.0;1;1;1;1
886;241105;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
887;237719;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
888;236194;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
889;244781;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
890;241034;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
892;241006;0;2017.0;4.7;4.0;5.0;5.0;1;4;1;1
893;241005;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
894;241004;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
895;240850;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
896;240999;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
897;240995;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
898;240988;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
899;240987;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
900;237721;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
901;240962;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
902;240960;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
903;240931;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
904;240964;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
905;242088;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
906;241690;0;2017.0;4.3;4.0;4.0;5.0;1;4;1;1
907;242089;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
909;240834;1;2017.0;4.7;5.0;4.0;5.0;1;4;1;1
910;240804;0;2017.0;4.7;4.0;5.0;5.0;1;1;1;1
911;240801;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
912;240778;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
913;244780;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
915;244777;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
916;240853;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
917;240663;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
919;240102;0;2017.0;5.0;5.0;5.0;5.0;1;4;2;1
920;239989;0;2017.0;4.7;5.0;4.0;5.0;1;1;1;1
922;239986;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
923;239976;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
924;239966;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
925;239964;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
926;239960;0;2017.0;5.0;5.0;5.0;5.0;1;4;2;1
927;239950;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
928;239900;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
929;239899;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
930;239898;0;2017.0;5.0;5.0;5.0;5.0;1;4;2;1
931;239887;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
932;239886;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
933;239869;0;2017.0;5.0;5.0;5.0;5.0;1;4;2;1
934;242147;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
935;239620;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
936;239833;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
937;239835;0;2017.0;4.0;4.0;0.0;0.0;1;4;1;1
938;239815;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
939;239116;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
940;239813;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
941;239682;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
942;239662;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
943;239664;1;2017.0;4.7;5.0;4.0;5.0;1;1;1;1
944;239637;1;2017.0;4.3;5.0;3.0;5.0;1;1;1;1
945;239721;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
946;239722;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
947;239701;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
948;239718;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
949;239663;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
950;239647;0;2017.0;4.0;4.0;4.0;4.0;1;4;1;1
951;239365;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
952;239581;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
953;239579;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
954;239575;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
955;239558;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
956;239482;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
957;240847;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
958;239478;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
959;239353;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
960;238887;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
961;237240;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
962;237203;0;2017.0;4.7;5.0;5.0;4.0;1;1;1;1
963;239378;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
964;239363;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
965;239349;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
966;239320;0;2017.0;4.7;5.0;4.0;5.0;1;4;1;1
967;239291;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
968;239282;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
969;239203;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
970;239055;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
971;238958;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
972;238872;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
973;238850;0;2017.0;5.0;5.0;5.0;5.0;1;4;2;1
974;238833;1;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
975;239152;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
976;239204;0;2017.0;5.0;5.0;5.0;5.0;1;4;2;1
977;238760;1;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
978;238758;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
980;238655;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
981;238627;0;2016.0;4.7;5.0;4.0;5.0;1;4;2;1
982;238626;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
983;237720;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
985;238566;0;2017.0;4.3;5.0;4.0;4.0;1;1;1;1
986;238563;0;2017.0;4.7;5.0;5.0;4.0;1;1;1;1
987;238542;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
988;238533;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
989;238531;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
990;238508;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
991;238463;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
992;238462;0;2017.0;4.7;5.0;4.0;5.0;1;4;1;1
993;238458;0;2017.0;4.0;4.0;4.0;4.0;1;4;1;1
994;238293;0;2016.0;5.0;5.0;5.0;5.0;1;4;2;1
995;238437;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
996;238412;0;2017.0;4.7;5.0;4.0;5.0;1;4;2;1
997;238290;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
998;238278;0;2017.0;4.7;5.0;4.0;5.0;1;1;1;1
999;238275;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1000;238187;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1001;238073;0;2017.0;5.0;5.0;5.0;0.0;1;4;1;1
1002;237869;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1003;237363;0;2017.0;5.0;5.0;5.0;5.0;1;4;2;1
1004;237586;0;2017.0;4.3;4.0;4.0;5.0;1;4;1;1
1005;237394;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1006;237319;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1007;237302;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1008;237300;0;2017.0;5.0;5.0;0.0;5.0;1;1;1;1
1009;237272;0;2017.0;4.7;5.0;4.0;5.0;1;4;1;1
1010;237200;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1011;237199;0;2017.0;4.0;4.0;4.0;4.0;1;1;1;1
1012;237178;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1013;237134;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1014;237092;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1015;236972;0;2016.0;4.0;4.0;4.0;4.0;1;4;1;1
1016;236964;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1017;236962;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1018;236853;0;2017.0;4.3;4.0;4.0;5.0;1;4;2;1
1019;236805;0;2015.0;5.0;5.0;5.0;5.0;1;4;1;1
1020;236739;0;2017.0;4.0;4.0;4.0;0.0;1;1;1;1
1021;236700;0;2016.0;5.0;5.0;5.0;0.0;1;4;2;1
1022;236692;0;2016.0;5.0;5.0;5.0;5.0;1;1;1;1
1023;236665;0;2015.0;5.0;5.0;5.0;5.0;1;4;1;1
1024;236752;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1025;236576;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1026;236530;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1027;237729;0;2017.0;5.0;5.0;0.0;0.0;1;4;1;1
1028;236218;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1029;236492;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1030;236488;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1031;236482;0;2015.0;5.0;5.0;5.0;5.0;1;4;1;1
1032;236367;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1033;236473;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1034;236466;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
1035;236445;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1036;236441;0;2016.0;4.3;4.0;4.0;5.0;1;4;1;1
1037;236366;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1038;236416;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1039;236356;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1040;236401;0;2017.0;4.7;5.0;5.0;4.0;1;4;1;1
1041;236386;0;2016.0;5.0;5.0;5.0;5.0;1;1;1;1
1042;236307;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1043;236400;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1044;236378;0;2017.0;4.7;5.0;5.0;4.0;1;4;1;1
1045;236376;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1046;236375;0;2015.0;4.7;5.0;5.0;4.0;1;4;1;1
1047;236365;0;2015.0;5.0;5.0;5.0;5.0;1;4;1;1
1048;236364;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1049;236361;0;2016.0;4.7;5.0;5.0;4.0;1;4;1;1
1050;236360;0;2017.0;4.3;5.0;4.0;4.0;1;1;1;1
1051;236354;0;2017.0;4.7;5.0;4.0;5.0;1;1;1;1
1052;236348;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1053;236346;0;2017.0;4.3;5.0;4.0;4.0;1;4;1;1
1054;236342;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1055;236336;0;2016.0;4.7;5.0;5.0;4.0;1;4;1;1
1056;236330;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1057;236329;0;2016.0;5.0;5.0;5.0;5.0;1;1;1;1
1058;237730;0;2016.0;5.0;5.0;0.0;0.0;1;1;1;1
1059;236324;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1060;236315;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1061;236298;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1062;236278;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
1063;236274;0;2016.0;4.7;5.0;5.0;4.0;1;4;1;1
1064;236271;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1065;236269;0;2015.0;5.0;5.0;5.0;5.0;1;4;1;1
1066;236254;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1067;236253;0;2017.0;2.7;3.0;2.0;3.0;1;1;1;1
1068;236224;0;2017.0;4.0;4.0;4.0;4.0;1;4;1;1
1069;236231;0;2016.0;4.7;5.0;5.0;4.0;1;4;2;1
1070;236229;0;2015.0;5.0;5.0;5.0;5.0;1;4;1;1
1071;236225;1;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
1072;236222;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1073;236221;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
1074;236219;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
1075;236197;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1076;236157;0;2016.0;4.7;5.0;5.0;4.0;1;4;1;1
1077;236183;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1078;236176;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1079;236156;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1080;236151;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1081;236088;0;2017.0;4.3;5.0;4.0;4.0;1;1;1;1
1082;236082;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
1083;236080;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1084;236079;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1086;236007;0;2016.0;5.0;5.0;5.0;5.0;1;1;1;1
1087;235986;0;2015.0;5.0;5.0;5.0;5.0;1;4;1;1
1088;235978;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1089;235983;0;2017.0;4.7;5.0;4.0;5.0;1;1;1;1
1090;235977;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1091;235972;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1092;235971;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1093;235947;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1094;235913;0;2017.0;5.0;5.0;5.0;5.0;1;1;1;1
1095;235893;0;2017.0;5.0;5.0;5.0;5.0;1;4;2;1
1096;235781;0;2017.0;5.0;5.0;5.0;5.0;1;4;1;1
1098;235615;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1099;244708;0;2016.0;5.0;5.0;5.0;5.0;1;1;1;1
1100;235469;0;2016.0;5.0;5.0;5.0;5.0;1;4;2;1
1101;244571;0;2016.0;5.0;5.0;5.0;5.0;1;1;1;1
1102;244725;0;2016.0;5.0;5.0;5.0;5.0;1;1;1;1
1103;235402;0;2016.0;5.0;5.0;5.0;5.0;1;4;2;1
1104;233573;0;2016.0;5.0;5.0;5.0;5.0;1;1;1;1
1105;244627;0;2016.0;5.0;5.0;5.0;5.0;1;1;1;1
1107;232913;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1108;234855;0;2016.0;4.7;4.0;5.0;5.0;1;1;1;1
1109;233562;0;2016.0;5.0;5.0;5.0;5.0;1;4;1;1
1110;233495;0;2016.0;4.7;5.0;4.0;5.0;1;4;2;1
1111;235045;0;2016.0;5.0;5.0;5.0;5.0;1;4;2;1
1112;234957;0;2016.0;5.0;5.0;5.0;5.0;1;4;2;1
1113;234915;0;2015.0;5.0;5.0;5.0;5.0;1;4;2;1
1115;234297;0;2016.0;4.7;5.0;4.0;5.0;1;4;2;1
1116;234207;0;2016.0;4.7;5.0;4.0;5.0;1;4;2;1
1117;234098;0;2016.0;5.0;5.0;0.0;0.0;1;4;2;1
1118;234085;0;2016.0;5.0;5.0;0.0;0.0;1;4;2;1
1119;234069;0;2016.0;5.0;5.0;0.0;0.0;1;4;2;1
1120;233974;0;2016.0;5.0;5.0;0.0;0.0;1;4;2;1
1121;233943;0;2016.0;5.0;5.0;0.0;0.0;1;4;2;1
1122;233870;0;2016.0;5.0;5.0;0.0;0.0;1;4;2;1
1123;233866;0;2016.0;5.0;5.0;0.0;0.0;1;4;2;1
1124;233854;0;2016.0;5.0;5.0;0.0;0.0;1;4;2;1
1125;233502;0;2016.0;5.0;5.0;0.0;0.0;1;4;2;1
1127;233466;0;2016.0;5.0;5.0;0.0;0.0;1;4;2;1
1128;233465;0;2016.0;5.0;5.0;0.0;0.0;1;4;2;1
1129;233464;0;2016.0;5.0;5.0;0.0;0.0;1;4;2;1
1130;233447;0;2016.0;5.0;5.0;0.0;0.0;1;4;2;1
1131;233431;0;2015.0;5.0;5.0;0.0;0.0;1;4;2;1
1132;233427;0;2016.0;5.0;5.0;0.0;0.0;1;4;2;1
1134;233268;0;2015.0;5.0;5.0;0.0;0.0;1;4;2;1
1135;233203;0;2015.0;5.0;5.0;0.0;0.0;1;4;2;1
1137;233147;0;2015.0;5.0;5.0;0.0;0.0;1;4;2;1
1140;233141;0;2015.0;5.0;5.0;0.0;0.0;1;4;2;1
1141;233140;0;2015.0;5.0;5.0;0.0;0.0;1;4;2;1
1142;233139;0;2015.0;5.0;5.0;0.0;0.0;1;4;2;1
1143;233138;0;2015.0;5.0;5.0;0.0;0.0;1;4;2;1
1144;232976;0;2015.0;5.0;5.0;0.0;0.0;1;4;2;1
1145;232619;0;2015.0;3.0;3.0;0.0;0.0;1;4;2;1
1146;232582;0;2015.0;4.7;5.0;4.0;5.0;1;4;2;1
1147;232532;0;2015.0;5.0;5.0;5.0;5.0;1;4;2;1
1148;232475;0;2015.0;4.7;5.0;4.0;5.0;1;4;1;1
1149;232460;0;2015.0;5.0;5.0;5.0;5.0;1;4;2;1
1150;232411;0;2015.0;5.0;5.0;5.0;5.0;1;4;2;1
1151;232379;0;2015.0;4.7;5.0;4.0;5.0;1;4;2;1
1152;232297;0;2015.0;4.3;5.0;4.0;4.0;1;4;2;1
1153;232252;0;2015.0;4.7;5.0;4.0;5.0;1;4;2;1
1154;232065;0;2014.0;5.0;5.0;5.0;5.0;1;4;2;1
1155;231910;0;2014.0;2.7;3.0;3.0;2.0;1;4;1;1
1156;231877;0;2014.0;5.0;5.0;5.0;5.0;1;4;2;1
1157;231772;0;2014.0;5.0;5.0;5.0;5.0;1;4;2;1
1158;231636;0;2014.0;5.0;5.0;5.0;5.0;1;4;1;1
1159;231611;0;2014.0;5.0;5.0;5.0;5.0;1;4;2;1
1160;231609;0;2014.0;5.0;5.0;5.0;5.0;1;4;2;1
1161;231815;0;2014.0;5.0;5.0;5.0;5.0;1;4;2;1
1162;293770;1;2022.0;3.7;4.0;3.0;4.0;3;4;1;2
1163;293759;1;2022.0;4.3;5.0;4.0;4.0;3;4;1;2
1164;293728;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;2
1165;293718;0;2022.0;4.3;4.0;4.0;5.0;3;4;1;2
1166;292796;1;2022.0;5.0;5.0;5.0;5.0;3;4;1;2
1167;292752;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;2
1169;292731;1;2022.0;4.0;4.0;4.0;4.0;3;4;1;2
1171;292167;0;2022.0;4.7;5.0;5.0;4.0;3;4;1;2
1172;291912;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;2
1173;291853;0;2022.0;4.7;5.0;5.0;4.0;3;4;1;2
1174;291852;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;2
1175;291851;1;2022.0;4.7;5.0;5.0;4.0;3;4;1;2
1177;291601;0;2021.0;4.0;5.0;4.0;3.0;3;4;1;1
1178;291593;0;2021.0;4.7;5.0;4.0;5.0;3;4;1;1
1179;291584;1;2021.0;4.3;5.0;5.0;3.0;3;4;1;2
1180;291385;1;2022.0;3.7;5.0;3.0;3.0;3;4;1;1
1181;291190;0;2022.0;4.7;5.0;4.0;5.0;3;4;1;2
1182;291166;1;2022.0;3.3;3.0;3.0;4.0;3;4;1;1
1183;291079;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;1
1185;290848;1;2022.0;4.0;4.0;4.0;4.0;3;4;1;1
1186;290832;1;2022.0;4.7;5.0;4.0;5.0;3;4;1;1
1187;290720;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;2
1190;290522;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;2
1191;290520;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;2
1192;290519;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;2
1193;290263;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;1
1194;290167;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;2
1195;290040;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;1
1196;289928;0;2022.0;4.7;4.0;5.0;5.0;3;4;1;2
1198;289822;1;2022.0;5.0;5.0;5.0;5.0;3;4;1;2
1199;289126;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;2
1200;288906;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;2
1201;288903;0;2022.0;4.3;5.0;4.0;4.0;3;4;1;2
1205;288218;0;2022.0;3.7;4.0;3.0;4.0;3;4;1;2
1206;288094;0;2022.0;4.3;5.0;4.0;4.0;3;4;1;2
1208;288058;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;2
1209;288047;0;2022.0;4.7;5.0;4.0;5.0;3;4;1;1
1210;288043;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;1
1211;287819;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;2
1213;287379;0;2021.0;5.0;5.0;5.0;5.0;3;4;1;2
1214;287328;0;2022.0;4.0;4.0;4.0;4.0;3;4;1;2
1215;287279;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;1
1216;287073;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;1
1217;287035;1;2022.0;4.3;4.0;5.0;4.0;3;4;1;2
1218;287034;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;2
1219;286881;1;2021.0;4.7;5.0;4.0;5.0;3;4;1;1
1220;286777;0;2021.0;5.0;5.0;5.0;5.0;3;4;1;2
1221;285557;0;2022.0;4.7;5.0;4.0;5.0;3;4;1;2
1222;285502;0;2022.0;4.7;5.0;4.0;5.0;3;4;1;1
1223;285364;0;2022.0;5.0;5.0;5.0;5.0;3;4;1;2
1224;285207;1;2021.0;4.7;5.0;4.0;5.0;3;4;1;1
1225;284961;0;2021.0;4.7;5.0;4.0;5.0;3;4;1;2
1226;284680;0;2021.0;4.0;4.0;4.0;4.0;3;4;1;1
1227;284614;0;2021.0;4.0;4.0;4.0;4.0;3;4;1;1
1228;284585;0;2021.0;5.0;5.0;5.0;5.0;3;4;1;1
1229;284240;0;2021.0;4.7;4.0;5.0;5.0;3;4;1;2
1230;284169;0;2021.0;4.7;5.0;4.0;5.0;3;4;1;2
1231;283465;0;2021.0;4.0;4.0;4.0;4.0;3;4;1;1
1232;283459;0;2021.0;4.7;5.0;5.0;4.0;3;4;1;2
1233;283436;1;2021.0;5.0;5.0;5.0;5.0;3;4;1;2
1234;283435;0;2021.0;5.0;5.0;5.0;5.0;3;4;1;2
1235;282989;0;2021.0;5.0;5.0;5.0;5.0;3;4;1;2
1236;282871;0;2021.0;3.7;4.0;3.0;4.0;3;4;1;1
1237;282784;0;2021.0;4.3;4.0;4.0;5.0;3;4;1;1
1238;282781;1;2021.0;5.0;5.0;5.0;0.0;3;4;1;1
1240;282772;0;2021.0;4.3;5.0;4.0;4.0;3;4;1;1
1241;282766;0;2021.0;5.0;5.0;5.0;5.0;3;4;1;1
1243;282123;0;2021.0;4.0;4.0;4.0;4.0;3;4;1;2
1245;281873;1;2021.0;4.7;5.0;4.0;5.0;3;4;1;1
1246;281824;1;2021.0;4.3;4.0;4.0;5.0;3;4;1;2
1247;281132;1;2021.0;4.3;5.0;3.0;5.0;3;4;1;2
1248;281023;0;2021.0;4.7;5.0;4.0;5.0;3;4;1;2
1249;280732;0;2021.0;5.0;5.0;5.0;5.0;3;4;1;2
1251;280695;0;2021.0;5.0;5.0;5.0;5.0;3;4;1;2
1252;280694;1;2021.0;5.0;5.0;5.0;5.0;3;4;1;2
1254;280181;0;2021.0;4.3;4.0;4.0;5.0;3;4;1;2
1255;280178;0;2021.0;5.0;5.0;5.0;5.0;3;4;1;2
1256;279870;0;2021.0;4.0;4.0;4.0;4.0;3;4;1;2
1258;279762;0;2021.0;5.0;5.0;5.0;5.0;3;4;1;2
1260;279503;0;2021.0;4.7;4.0;5.0;5.0;3;4;1;2
1261;279470;0;2021.0;3.0;4.0;3.0;2.0;3;4;1;1
1262;279180;0;2021.0;5.0;5.0;5.0;5.0;3;4;1;2
1263;279164;1;2021.0;3.7;4.0;4.0;3.0;3;4;1;1
1264;279133;1;2021.0;4.0;4.0;3.0;5.0;3;4;1;2
1265;278958;1;2021.0;1.7;3.0;1.0;1.0;3;4;1;2
1267;278855;0;2021.0;5.0;5.0;5.0;5.0;3;4;1;2
1269;278212;1;2021.0;4.7;5.0;4.0;5.0;3;4;1;2
1270;278209;1;2020.0;3.5;2.0;5.0;0.0;3;4;1;1
1272;277628;1;2021.0;1.5;2.0;1.0;0.0;3;4;1;2
1273;277492;0;2021.0;4.7;4.0;5.0;5.0;3;4;1;1
1274;277207;0;2021.0;5.0;5.0;5.0;5.0;3;4;1;1
1275;277183;1;2021.0;5.0;5.0;5.0;5.0;3;4;1;1
1276;277089;0;2021.0;4.5;5.0;4.0;0.0;3;4;1;1
1277;277052;0;2021.0;4.5;5.0;4.0;0.0;3;4;1;2
1278;276916;0;2021.0;4.7;5.0;5.0;4.0;3;4;1;1
1279;276896;0;2021.0;4.7;5.0;4.0;5.0;3;4;1;1
1280;276703;0;2021.0;5.0;5.0;5.0;5.0;3;4;1;1
1281;276638;0;2021.0;5.0;5.0;5.0;5.0;3;4;1;2
1283;276467;0;2021.0;4.7;5.0;4.0;5.0;3;4;1;2
1284;276449;0;2020.0;4.7;5.0;4.0;5.0;3;4;1;1
